ECS ID,OEIS ID,Description,Terms
666,A023431,FAIL,"0, 1, 1, 1, 2, 4, 7, 13, 26, 52, 104, 212, 438, 910, 1903, 4009, 8494, 18080, 38656, 82988, 178802"
667,A052711,FAIL,"0, 0, 0, 6, 48, 600, 10080, 211680, 5322240, 155675520, 5189184000, 194075481600, 8045310873600, 366061644748800, 18134130709094400, 971471287987200000, 55956746188062720000, 3448334483839365120000, 226373016703807733760000, 15770653497031938785280000, 1162048152412879699968000000"
668,A052712,FAIL,"0, 1, 2, 24, 480, 13440, 483840, 21288960, 1107025920, 66421555200, 4516665753600, 343266597273600, 28834394170982400, 2652764263730380800, 265276426373038080000, 28649854048288112640000, 3323383069601421066240000, 412099500630576212213760000, 54397134083236060012216320000, 7615598771653048401710284800000, 1127108618204651163453122150400000"
669,A052713,square root singularity,"0, 2, 8, 96, 1920, 53760, 1935360, 85155840, 4428103680, 265686220800, 18066663014400, 1373066389094400, 115337576683929600, 10611057054921523200, 1061105705492152320000, 114599416193152450560000, 13293532278405684264960000, 1648398002522304848855040000, 217588536332944240048865280000, 30462395086612193606841139200000, 4508434472818604653812488601600000"
670,A052714,FAIL,"0, 1, 4, 48, 960, 26880, 967680, 42577920, 2214051840, 132843110400, 9033331507200, 686533194547200, 57668788341964800, 5305528527460761600, 530552852746076160000, 57299708096576225280000, 6646766139202842132480000, 824199001261152424427520000, 108794268166472120024432640000, 15231197543306096803420569600000, 2254217236409302326906244300800000"
671,A052715,FAIL,"0, 0, 0, 0, 24, 480, 10080, 241920, 6652800, 207567360, 7264857600, 282291609600, 12067966310400, 563171761152000, 28496491114291200, 1554354060779520000, 90929712555601920000, 5679609738088366080000, 377288361173012889600000, 26561100626580107427840000, 1975481859101895489945600000"
672,A052716,FAIL,"0, 2, 4, 36, 528, 10800, 283680, 9102240, 345058560, 15090727680, 747888422400, 41422381862400, 2535569103513600, 169983582318950400, 12386182292118835200, 974723523832041984000, 82385641026424479744000, 7443526546119099211776000, 715900789604052579631104000, 73025847263143220288274432000, 7874633091166788468777615360000"
673,A052717,FAIL,"0, 0, 2, 6, 48, 600, 10080, 211680, 5322240, 155675520, 5189184000, 194075481600, 8045310873600, 366061644748800, 18134130709094400, 971471287987200000, 55956746188062720000, 3448334483839365120000, 226373016703807733760000, 15770653497031938785280000, 1162048152412879699968000000"
674,A052718,FAIL,"0, 1, 4, 24, 240, 3360, 60480, 1330560, 34594560, 1037836800, 35286451200, 1340885145600, 56317176115200, 2590590101299200, 129529505064960000, 6994593273507840000, 405686409863454720000, 25152557411534192640000, 1660068789161256714240000, 116204815241287969996800000, 8599156327855309779763200000"
675,A052719,FAIL,"0, 0, 0, 6, 72, 1080, 20160, 453600, 11975040, 363242880, 12454041600, 476367091200, 20113277184000, 929233405900800, 46630621823385600, 2525825348766720000, 146886458743664640000, 9127944221927731200000, 603661377876820623360000, 42331754123612046213120000, 3137530011514775189913600000"
676,A052720,FAIL,"0, 0, 0, 0, 0, 0, 720, 30240, 1088640, 39916800, 1556755200, 65383718400, 2964061900800, 144815595724800, 7602818775552000, 427447366714368000, 25646842002862080000, 1636734826000834560000, 110752389892723138560000, 7923055584633270681600000, 597624764098052417126400000"
677,A052721,FAIL,"0, 0, 0, 0, 0, 120, 2880, 70560, 1935360, 59875200, 2075673600, 79913433600, 3387499315200, 156883562035200, 7884404656128000, 427447366714368000, 24869664972472320000, 1545805113445232640000, 102232975285590589440000, 7168478862287244902400000, 531222012531602148556800000"
678,A052722,FAIL,"0, 0, 0, 0, 0, 120, 3600, 100800, 3024000, 99792000, 3632428800, 145297152000, 6351561216000, 301699157760000, 15487223431680000, 854894733428736000, 50516506975334400000, 3182539939446067200000, 212985365178313728000000, 15091534446920515584000000, 1128846776629654565683200000"
679,A052723,FAIL,"0, 0, 2, 6, 24, 240, 2880, 35280, 524160, 9434880, 188697600, 4151347200, 101548339200, 2727435110400, 79332244992000, 2488504322304000, 83879464660992000, 3021209014247424000, 115754916599562240000, 4702313001403809792000, 201901671854563000320000"
680,A052724,FAIL,"0, 0, 0, 0, 24, 240, 2160, 30240, 524160, 9434880, 188697600, 4311014400, 108254361600, 2939153817600, 86568043161600, 2753962219008000, 93838712647680000, 3409619685728256000, 131735241369059328000, 5392770591324340224000, 233106073011436584960000"
681,A052725,FAIL,"0, 0, 0, 0, 24, 480, 10080, 262080, 8104320, 287400960, 11496038400, 512691379200, 25231888281600, 1358412133478400, 79419074570035200, 5011102330730496000, 339416862385176576000, 24564200609223475200000, 1891757696752930406400000, 154472649120571154300928000, 13330980211657121479065600000"
682,A052726,FAIL,"0, 1, 2, 18, 216, 3720, 81360, 2172240, 68423040, 2484639360, 102190636800, 4695453100800, 238382331264000, 13251891094041600, 800600878273996800, 52229642780899584000, 3659347096696811520000, 274040260725697449984000, 21844641766142329085952000, 1846726492485351389552640000, 165033154382697798806568960000"
683,A052727,FAIL,"0, 1, 4, 24, 288, 4800, 103680, 2741760, 85800960, 3100446720, 127037030400, 5819550105600, 294727768473600, 16350861400473600, 986127353590579200, 64238655955009536000, 4495021381191204864000, 336249161369543245824000, 26777366459204883185664000, 2261774686042055642185728000, 201967684232404826597621760000"
684,A052728,FAIL,"0, 0, 2, 12, 168, 2880, 64080, 1723680, 54633600, 1992936960, 82261267200, 3790579161600, 192895381324800, 10744251136819200, 650181362358528000, 42476922345521664000, 2979716339168464896000, 223385082959833546752000, 17823710272865325244416000, 1508075997300910209908736000, 134871634436679594608394240000"
685,A052729,FAIL,"0, 0, 2, 12, 168, 3120, 75600, 2237760, 78382080, 3169393920, 145297152000, 7446479040000, 421880659200000, 26181558769766400, 1766275594501017600, 128700516232544256000, 10073126652104355840000, 842819578472164220928000, 75071612653464586199040000, 7092288604331548207349760000, 708343125854067401925427200000"
686,A052730,FAIL,"0, 0, 0, 6, 72, 1440, 35280, 1058400, 37376640, 1520830080, 70053984000, 3603888288000, 204806714112000, 12742502111539200, 861483843034214400, 62887137880799232000, 4929809613351727104000, 413044721987184967680000, 36835192891491380305920000, 3483683731346645947760640000, 348266025168265587717734400000"
687,A052731,FAIL,"0, 0, 0, 6, 48, 600, 8640, 151200, 3064320, 71124480, 1857945600, 54007430400, 1729195776000, 60483053030400, 2294881337548800, 93889711948032000, 4120492394962944000, 193100926276177920000, 9624765220305371136000, 508428226604055453696000, 28374697696967351009280000"
688,A052732,FAIL,"0, 0, 0, 0, 24, 240, 3600, 70560, 1693440, 47900160, 1556755200, 57081024000, 2328905779200, 104589041356800, 5124863026483200, 272011960636416000, 15543540607795200000, 951264685197066240000, 62070020709108572160000, 4301087317372346941440000, 315413069940638775705600000"
689,A052733,FAIL,"0, 0, 0, 6, 24, 240, 3600, 70560, 1693440, 47900160, 1556755200, 57081024000, 2328905779200, 104589041356800, 5124863026483200, 272011960636416000, 15543540607795200000, 951264685197066240000, 62070020709108572160000, 4301087317372346941440000, 315413069940638775705600000"
690,A052734,FAIL,"0, 1, 8, 192, 7680, 430080, 30965760, 2724986880, 283398635520, 34007836262400, 4625065731686400, 703009991216332800, 118105678524343910400, 21731444848479279513600, 4346288969695855902720000, 938798417454304874987520000, 217801232849398730997104640000, 54014705746650885287281950720000, 14259882317115833715842434990080000, 3992767048792433440435881797222400000, 1181859046442560298369021011977830400000"
691,A052735,FAIL,"0, 0, 2, 6, 48, 480, 6480, 105840, 2056320, 46085760, 1172102400, 33330528000, 1048055500800, 36104266598400, 1352222474803200, 54706557185280000, 2377540306132992000, 110466555918630912000, 5464214679506558976000, 286690618096426672128000, 15902376894009642516480000"
692,A052736,FAIL,"0, 0, 2, 24, 384, 8160, 218880, 7116480, 272240640, 11985200640, 596981145600, 33195609216000, 2038500521164800, 137021183973273600, 10006412139653529600, 788930789450259456000, 66790064645111808000000, 6042970648669883056128000, 581917311773908793819136000, 59423732260666221275283456000, 6414116145903924063012126720000"
693,A052737,FAIL,"0, 2, 16, 384, 15360, 860160, 61931520, 5449973760, 566797271040, 68015672524800, 9250131463372800, 1406019982432665600, 236211357048687820800, 43462889696958559027200, 8692577939391711805440000, 1877596834908609749975040000, 435602465698797461994209280000, 108029411493301770574563901440000, 28519764634231667431684869980160000, 7985534097584866880871763594444800000, 2363718092885120596738042023955660800000"
694,A052738,FAIL,"0, 0, 2, 12, 120, 1920, 40320, 1028160, 30965760, 1077753600, 42551308800, 1878484608000, 91686654259200, 4902558383923200, 284994551761920000, 17895345882365952000, 1207064057173438464000, 87041570211234422784000, 6682058059023653289984000, 544097659829475380428800000, 46838339233955282209996800000"
695,A052739,FAIL,"0, 0, 2, 24, 288, 4800, 103680, 2741760, 85800960, 3100446720, 127037030400, 5819550105600, 294727768473600, 16350861400473600, 986127353590579200, 64238655955009536000, 4495021381191204864000, 336249161369543245824000, 26777366459204883185664000, 2261774686042055642185728000, 201967684232404826597621760000"
696,A052740,FAIL,"0, 1, 2, 12, 144, 2400, 50400, 1290240, 39070080, 1365154560, 54047347200, 2391175987200, 116918542540800, 6260970517401600, 364413626331955200, 22906448213096448000, 1546480919558615040000, 111605770820457897984000, 8573815755776583696384000, 698570308950046534729728000, 60169319445612403689062400000"
697,A052741,FAIL,"0, 0, 0, 0, 24, 360, 6480, 141120, 3628800, 107775360, 3632428800, 136994457600, 5716405094400, 261472603392000, 13009267682611200, 699459327350784000, 40413205580267520000, 2497069798642298880000, 164302995994699161600000, 11469566179659591843840000, 846635082472240924262400000"
698,A052742,FAIL,"0, 0, 2, 12, 144, 2640, 64800, 1985760, 72817920, 3105527040, 150907276800, 8226772646400, 497068582348800, 32962398345676800, 2379770152465305600, 185792734381782528000, 15595576381312671744000, 1400555897449216155648000, 133983477830143785811968000, 13602115002476999012990976000, 1460516945262864405765488640000"
699,A052743,FAIL,"0, 1, 2, 6, 48, 480, 5040, 65520, 1048320, 18869760, 377395200, 8462361600, 209802700800, 5666588928000, 165900288153600, 5242466541312000, 177718177308672000, 6430828699975680000, 247490157968621568000, 10095083592728150016000, 435007744865999585280000"
700,A052744,FAIL,"0, 0, 0, 6, 48, 840, 17280, 448560, 13789440, 491702400, 19929369600, 904873939200, 45486949939200, 2507639957222400, 150419515915468800, 9752720435377920000, 679630757528346624000, 50655177765863903232000, 4020931493277003841536000, 338650495184441179643904000, 30161519946018204198174720000"
701,A052745,FAIL,"0, 0, 0, 6, 24, 110, 600, 3836, 28224, 235224, 2191680, 22584672, 255087360, 3134139840, 41620400640, 594082771200, 9070900715520, 147531542054400, 2546434166169600, 46489412442009600, 895079522340864000"
702,A052746,FAIL,"0, 1, 4, 36, 512, 10000, 248832, 7529536, 268435456, 11019960576, 512000000000, 26559922791424, 1521681143169024, 95428956661682176, 6502111422497947648, 478296900000000000000, 37778931862957161709568, 3189059870763703892770816, 286511799958070431838109696, 27296360116495644500385071104, 2748779069440000000000000000000"
703,A052747,FAIL,"0, 0, 0, 6, 12, 40, 180, 1008, 6720, 51840, 453600, 4435200, 47900160, 566092800, 7264857600, 100590336000, 1494484992000, 23712495206400, 400148356608000, 7155594141696000, 135161222676480000"
704,A052748,FAIL,"0, 0, 0, 6, 36, 210, 1350, 9744, 78792, 708744, 7036200, 76521456, 905507856, 11589357312, 159580302336, 2352940786944, 36994905688320, 617953469022720, 10929614667747840, 204073497562936320, 4011658382046919680"
705,A052749,FAIL,"0, 0, 0, 6, 24, 70, 180, 434, 1008, 2286, 5100, 11242, 24552, 53222, 114660, 245730, 524256, 1114078, 2359260, 4980698, 10485720"
706,A052750,FAIL,"1, 1, 5, 49, 729, 14641, 371293, 11390625, 410338673, 16983563041, 794280046581, 41426511213649, 2384185791015625, 150094635296999121, 10260628712958602189, 756943935220796320321, 59938945498865420543457, 5070942774902496337890625, 456487940826035155404146917, 43567528752021332753202420081, 4394336169668803158610484050361"
707,A052751,FAIL,"1, 1, 4, 19, 107, 647, 4167, 27847, 191747, 1349743, 9671316, 70297105, 517079157, 3841701488, 28787546360, 217317367487, 1651144126659, 12616570941114, 96891439504019, 747452640586114, 5789461514134881"
708,A052752,FAIL,"1, 1, 7, 100, 2197, 65536, 2476099, 113379904, 6103515625, 377801998336, 26439622160671, 2064377754059776, 177917621779460413, 16777216000000000000, 1718264124282290785243, 189937030341242876870656, 22539340290692258087863249, 2857942574656970690381479936, 385625479506907479095458984375, 55170114352623680311867516125184, 8341936223273428359616333847680741"
709,A052753,FAIL,"0, 0, 0, 0, 24, 240, 2040, 17640, 162456, 1614816, 17368320, 201828000, 2526193824, 33936357312, 487530074304, 7463742249600, 121367896891776, 2089865973021696, 37999535417459712, 727710096185266176, 14642785817771802624"
710,A052754,FAIL,"0, 0, 0, 0, 24, 120, 660, 4200, 30688, 254016, 2352240, 24108480, 271016064, 3316135680, 43877957760, 624306009600, 9505324339200, 154205312163840, 2655567756979200, 48382249157222400, 929788248840192000"
711,A052755,FAIL,"1, 1, 3, 15, 79, 466, 2872, 18409, 121197, 815491, 5581214, 38737651, 272012178, 1928939678, 13794498614, 99371002295, 720411445866, 5252194141946, 38482834469488, 283223825607253, 2092829973445703"
712,A027471,FAIL,"0, 1, 6, 81, 1728, 50625, 1889568, 85766121, 4586471424, 282429536481, 19683000000000, 1531578985264449, 131621703842267136, 12381557655576425121, 1265437718438866624512, 139628860198736572265625, 16543163447903718821855232, 2094704750199298376445300801, 282288975128239507545882230784, 40341068970691068873250369779249, 6093597400104960000000000000000000"
713,A052756,FAIL,"0, 1, 3, 12, 64, 363, 2214, 14043, 91857, 614676, 4189254, 28974915, 202870938, 1435094800, 10241197917, 73639001172, 533004547453, 3880381334415, 28395656513145, 208748382089131, 1540935621796941"
714,A052757,FAIL,"0, 0, 0, 0, 24, 180, 1260, 9450, 77952, 709128, 7087440, 77398200, 918257472, 11771602128, 162251002368, 2393704535040, 37647052591104, 628913396701440, 11123162442408960, 207662678687208960, 4081469951258726400"
715,A052758,FAIL,"0, 1, 6, 27, 108, 405, 1458, 5103, 17496, 59049, 196830, 649539, 2125764, 6908733, 22320522, 71744535, 229582512, 731794257, 2324522934, 7360989291, 23245229340"
716,A052759,FAIL,"0, 0, 0, 0, 24, 60, 240, 1260, 8064, 60480, 518400, 4989600, 53222400, 622702080, 7925299200, 108972864000, 1609445376000, 25406244864000, 426824913715200, 7602818775552000, 143111882833920000"
717,A052760,FAIL,"0, 0, 0, 0, 24, 120, 420, 1260, 3472, 9072, 22860, 56100, 134904, 319176, 745108, 1719900, 3931680, 8912352, 20053404, 44825940, 99613960"
718,A052761,FAIL,"0, 0, 0, 0, 24, 180, 900, 3780, 14448, 52164, 181500, 615780, 2052072, 6749028, 21976500, 71007300, 228009696, 728451972, 2317445100, 7346047140, 23213772120"
719,A052762,FAIL,"0, 0, 0, 0, 24, 120, 360, 840, 1680, 3024, 5040, 7920, 11880, 17160, 24024, 32760, 43680, 57120, 73440, 93024, 116280"
720,A052763,FAIL,"0, 1, 4, 26, 188, 1499, 12628, 111064, 1006840, 9345761, 88371580, 848273424, 8244075700, 80959901281, 802137370804, 8008422811882, 80488941119484, 813703130213745, 8268866850613468, 84417609311862182, 865408913186449784"
721,A052764,FAIL,"0, 1, 8, 144, 4096, 160000, 7962624, 481890304, 34359738368, 2821109907456, 262144000000000, 27197360938418176, 3116402981210161152, 390877006486250192896, 53265296773103187132416, 7836416409600000000000000, 1237940039285380274899124224, 208998227690370098316628197376, 37553674644104207641884714074112, 7155577026378634231908944079486976, 1441151880758558720000000000000000000"
722,A052765,FAIL,"0, 0, 0, 0, 0, 120, 1080, 8820, 75600, 701568, 7091280, 77961840, 928778400, 11937347136, 164802429792, 2433765035520, 38299272560640, 639999894048768, 11320441140625920, 211340086405770240, 4153253573744179200"
723,A052766,FAIL,"0, 0, 0, 0, 0, 120, 720, 4620, 33600, 276192, 2540160, 25874640, 289301760, 3523208832, 46425899520, 658169366400, 9988896153600, 161590513766400, 2775695618949120, 50455787382604800, 967644983144448000"
